loan_amnt,int_rate,grade,emp_title,emp_length,home_ownership,annual_inc,loan_status,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc
3600,19.52,E,Police officer,8 years,RENT,110000,Fully Paid,21.3,Oct-99,5,0,5991,50.3,20
20000,11.99,B,Aviation Safety Inspector,6 years,MORTGAGE,98000,Fully Paid,31.89,Feb-88,19,0,86411,84.3,37
15000,13.98,C,Internet Sales,5 years,RENT,120000,Fully Paid,9.88,Nov-93,11,2,8715,15,39
8000,13.98,C,Manager,10+ years,MORTGAGE,85000,Fully Paid,17.61,Jun-90,14,0,22152,74.1,39
24000,17.57,D,RN,10+ years,OWN,85000,Charged Off,24.12,Jul-82,18,0,42035,77.4,40
12400,16.59,D,Sales / Design,10+ years,MORTGAGE,112000,Fully Paid,15.18,Dec-84,8,1,2506,26.1,38
15000,11.26,B,NFI Industries,< 1 year,RENT,140000,Fully Paid,13.52,Nov-95,10,0,29790,15.6,31
8500,10.15,B,postmaster,10+ years,MORTGAGE,70000,Fully Paid,16.25,Mar-97,6,0,12509,70.7,18
25000,11.99,C,Bottler,10+ years,RENT,100000,Fully Paid,13.33,Oct-94,7,0,7851,68.9,33
20000,25.89,G,Fairleigh Dickinson University,2 years,MORTGAGE,52000,Fully Paid,23.68,Dec-97,15,0,9310,76.9,39
22950,17.57,D,Office Administrator,10+ years,OWN,50000,Fully Paid,24.15,Jul-98,9,0,4678,36.5,22
15000,11.14,B,U.S. Postal Service,10+ years,MORTGAGE,53000,Fully Paid,7.54,Nov-92,8,1,13033,58.7,25
9000,14.48,C,,,OWN,25000,Charged Off,14.4,Dec-03,4,0,2149,31.6,9
15100,21.99,F,machinist,5 years,RENT,42000,Charged Off,20.26,Jun-02,10,1,3809,34,15
30000,12.12,B,The Salvation Army,10+ years,MORTGAGE,95000,Fully Paid,4.7,May-91,5,0,13589,62.4,10
11500,23.99,F,warehouse,< 1 year,RENT,36000,Charged Off,3.97,Oct-11,6,0,4227,48.6,6
1200,5.99,A,Delta Nursing and Rehabilitation,< 1 year,RENT,21600,Fully Paid,22.28,Nov-00,10,0,229,15.3,35
16000,17.57,D,sales,8 years,RENT,56000,Charged Off,31.55,Dec-00,16,0,24840,48,20
4000,15.61,D,PUBLIC HEALTH NURSE,4 years,RENT,39500,Charged Off,28.87,Apr-98,9,1,3788,34,20
7475,16.29,D,OPERATION MANANGER ,10+ years,MORTGAGE,100000,Fully Paid,11.15,Apr-01,8,1,2596,36,32
9600,11.49,B,Manager,5 years,RENT,45000,Fully Paid,21.01,Sep-99,6,0,12232,84.9,16
3500,14.16,C,BOOKKEEPER,< 1 year,OWN,39648,Fully Paid,15.13,Nov-99,6,1,2776,46.3,14
8975,14.65,C,Accounting,7 years,RENT,36500,Fully Paid,10.33,Sep-07,10,0,2634,21.2,16
19800,14.47,C,Personnel Specialist,7 years,MORTGAGE,47364,Fully Paid,24.68,Jul-01,9,0,5421,40.8,15
2500,10.74,B,stevens point police department,10+ years,MORTGAGE,55000,Fully Paid,21.2,Jan-94,7,0,16263,78.2,30
2000,11.53,B,Analyst Management,10+ years,MORTGAGE,102000,Fully Paid,22.76,Jan-05,14,0,25156,61.7,29
7800,11.55,B,Kroger Co,10+ years,RENT,40000,Charged Off,10.08,Jan-07,7,0,13674,76.4,13
2400,8.67,B,Regular city carrier,5 years,MORTGAGE,61500,Fully Paid,16.39,Jan-10,12,0,6999,55.1,20
15000,13.11,B,Capital Group,10+ years,RENT,66900,Fully Paid,15.07,Mar-87,11,0,8325,43.6,15
8000,12.49,B,instructor,6 years,MORTGAGE,50000,Fully Paid,20.91,Aug-08,10,0,8131,46.7,15
12500,12.12,B,JSC Transortation,2 years,RENT,45000,Charged Off,11.04,Feb-97,10,0,13936,51.8,20
8000,11.67,B,Dental asst,10+ years,RENT,48000,Fully Paid,27.73,Apr-98,4,0,3071,68.2,21
18000,7.89,A,truck driver,7 years,MORTGAGE,87000,Charged Off,17.44,Oct-86,15,0,6972,40.3,30
8000,13.99,C,RN,9 years,MORTGAGE,100000,Fully Paid,22.79,Nov-04,22,0,14525,23.8,36
9500,7.62,A,Cook County Government,3 years,OWN,37000,Fully Paid,24.78,Mar-02,9,0,6934,67.3,22
12000,13.11,B,ASRT,4 years,MORTGAGE,142000,Fully Paid,18.71,Jul-93,11,0,41627,61.4,44
10000,11.14,B,united states postal service,5 years,MORTGAGE,58000,Fully Paid,8.57,Jul-99,14,0,16354,58,28
12000,13.49,C,Ag Teacher,2 years,MORTGAGE,61000,Fully Paid,27.46,Mar-07,17,0,4518,29.9,20
24000,8.59,A,Owner ,10+ years,OWN,98000,Fully Paid,26.34,Aug-89,23,0,19793,33.8,49
5825,10.64,B,Northwestern Medical Faculty Foundation,2 years,RENT,35000,Fully Paid,6.41,Oct-99,9,0,6197,31,15
2850,15.31,C,Supervisor,2 years,RENT,57000,Fully Paid,11.41,Feb-94,5,1,2377,76.7,12
28000,8.18,B,Executive Director,2 years,MORTGAGE,250000,Fully Paid,19.76,Apr-99,15,0,111133,82.4,27
25000,16.99,D,General Manager,8 years,MORTGAGE,87000,Fully Paid,18.57,Oct-95,20,2,27217,58.5,31
12800,9.16,B,,,RENT,72000,Fully Paid,15.5,Aug-03,6,1,2426,27,15
8000,15.31,C,,,RENT,22050,Fully Paid,25.75,Jul-05,8,0,4030,56,15
11200,13.33,C,manager,4 years,MORTGAGE,65000,Fully Paid,10.32,Mar-97,13,0,6247,18.8,35
1000,13.67,B,Superfund Asset Management,< 1 year,RENT,50000,Fully Paid,13.58,May-07,15,0,6431,33.5,19
24000,23.28,F,,,RENT,55007,Fully Paid,31.5,Sep-04,14,0,21651,84.2,23
3900,14.64,C,electrician,10+ years,OWN,70000,Fully Paid,16.1,Dec-93,8,0,10005,61,20
15000,7.69,A,Electrician,3 years,MORTGAGE,90000,Charged Off,13.15,Jun-02,12,1,10064,63.3,19
3800,18.25,E,certified ophthal. assistant,10+ years,MORTGAGE,54000,Fully Paid,14.07,Jun-90,16,1,4927,36.2,56
20000,15.61,D,sales support,10+ years,MORTGAGE,60000,Fully Paid,32.38,Apr-88,18,0,43243,68.4,40
21000,6.03,A,Toyota Tsusho,10+ years,OWN,495000,Fully Paid,0,Jul-82,5,0,0,0,26
3600,8.67,B,Marketing Manager,< 1 year,OWN,80000,Fully Paid,10.88,Jun-89,12,0,8946,48.4,31
18000,14.98,C,Programmer/Analyst,10+ years,MORTGAGE,83000,Fully Paid,16.57,Apr-95,11,0,17690,66.8,32
3250,11.99,B,sarah tuxis,3 years,MORTGAGE,48000,Charged Off,13.2,Apr-04,8,1,2670,38.7,13
15000,14.33,C,BOCC-Polk County,10+ years,RENT,39000,Fully Paid,23.35,Nov-98,6,1,11063,60.8,21
5000,14.99,C,Officer,9 years,MORTGAGE,59000,Fully Paid,16.72,Oct-02,8,1,7273,68.6,29
20000,18.49,D,Federal Public Defender,10+ years,MORTGAGE,130000,Fully Paid,7.94,Apr-98,12,0,18275,64.3,31
6000,17.57,D,Correction Officer,10+ years,RENT,80000,Fully Paid,14.16,Aug-97,5,0,4411,78.8,22
24725,25.44,F,Chief Steward ,6 years,MORTGAGE,85000,Fully Paid,17.55,Mar-04,18,0,13212,24.8,30
12000,13.99,C,Quality Assurance Supervisior,10+ years,RENT,36000,Charged Off,22.4,Apr-97,11,1,5901,40.1,16
12000,9.71,B,State of CA,10+ years,MORTGAGE,96000,Fully Paid,7.21,Dec-90,8,0,9573,67.4,24
30000,16.2,C,GE,10+ years,MORTGAGE,75000,Fully Paid,23.25,Jun-97,13,0,23032,89.3,27
4000,16.49,D,front desk,1 year,MORTGAGE,41000,Fully Paid,5.3,May-97,8,0,7303,46.5,20
15000,15.61,D,Contract Specialist,7 years,MORTGAGE,71500,Fully Paid,11.75,Oct-03,9,0,5448,41.9,30
24000,19.24,E,Officer,10+ years,RENT,120000,Fully Paid,11.38,May-94,14,0,23427,84,28
23400,24.11,F,Sr. Desktop Technician,10+ years,RENT,65000,Charged Off,23.25,Apr-96,6,1,1676,26.6,16
27200,23.99,F,GM,2 years,RENT,72000,Charged Off,27.63,Apr-92,9,1,10123,67,49
10000,10.49,B,Receiving clerk,2 years,MORTGAGE,95000,Fully Paid,8.38,Sep-05,9,0,10117,47.9,11
24000,13.98,C,Associate Attorney,4 years,RENT,85000,Fully Paid,14.61,Oct-98,22,0,21723,59.4,38
15000,11.99,B,Consultant,10+ years,MORTGAGE,74600,Fully Paid,16.36,Mar-83,8,0,12365,84.1,24
31300,13.11,B,East Georgia Regional Medical Center,7 years,MORTGAGE,70000,Fully Paid,28.89,Mar-85,12,0,39282,78.9,24
14400,15.31,C,ATPA,< 1 year,MORTGAGE,47500,Fully Paid,20.56,Feb-97,10,0,9561,56.6,30
12000,15.8,C,"Newman Technology, Inc.",10+ years,MORTGAGE,90480,Fully Paid,18.46,Nov-91,8,0,26405,86.3,21
11000,13.98,C,Supervisor,10+ years,MORTGAGE,65000,Fully Paid,6.33,Jun-02,11,1,9503,48.2,24
10000,14.99,C,Vice President,3 years,RENT,95000,Fully Paid,26.25,Oct-93,22,1,21014,42.1,40
20000,13.33,C,CPA,10+ years,MORTGAGE,85000,Fully Paid,11.2,Oct-98,13,0,49986,83.4,22
16000,15.96,C,New Hanover Regional Medical Center,10+ years,MORTGAGE,73000,Fully Paid,19.17,Feb-00,18,0,22330,52.3,30
7625,14.49,C,cSr 1,10+ years,RENT,75000,Fully Paid,11.95,Nov-99,7,1,5251,37,14
8000,7.69,A,Fulfillment Manager,3 years,RENT,45000,Fully Paid,17.44,Nov-04,19,0,7476,36.5,30
28500,11.99,B,longshoreman,10+ years,MORTGAGE,240000,Fully Paid,6.87,Nov-97,12,0,21904,67.2,26
18000,13.11,B,Del Norte County Unified School District,10+ years,MORTGAGE,88000,Fully Paid,24.11,Apr-95,14,0,15302,52.2,25
26375,17.86,D,Vice President,2 years,RENT,60000,Charged Off,14.3,May-01,5,0,6623,40.6,16
20000,10.49,B,Manager of Engineering,10+ years,MORTGAGE,164732,Fully Paid,13.98,Apr-02,10,0,16583,58.4,20
9000,12.69,C,B Operater,9 years,RENT,85000,Fully Paid,16.9,Dec-04,9,0,6722,63.4,12
15000,9.67,B,E-5,10+ years,MORTGAGE,58164,Fully Paid,18.05,Apr-03,9,0,15445,74.6,33
12500,11.14,B,Center for Employment Training,1 year,MORTGAGE,55000,Fully Paid,15.25,Mar-00,8,0,14115,41.2,13
8875,18.24,D,,,MORTGAGE,50000,Fully Paid,4.06,Oct-85,7,1,5145,63.5,18
10000,5.32,A,Staff Accountant,4 years,MORTGAGE,65000,Fully Paid,16.8,Jan-05,13,0,21051,49.6,57
4000,21.49,D,Correctional Officer,10+ years,MORTGAGE,60000,Fully Paid,15.88,Jun-03,5,0,7297,38.4,23
10000,7.62,A,CITY OF LA - FIRE AND POLICE PENSIONS,10+ years,MORTGAGE,85838,Fully Paid,16.25,Jul-85,9,0,14225,75.3,16
20000,9.99,B,Teacher,10+ years,MORTGAGE,94000,Fully Paid,13.85,May-78,11,0,14642,28.5,25
34800,18.99,E,Human Resource Manager,6 years,RENT,78000,Fully Paid,2.89,Aug-99,10,0,659,3.8,26
5000,12.12,B,New Dimensions,7 years,MORTGAGE,24000,Fully Paid,22.75,Feb-94,7,0,4155,26.8,25
15000,13.05,B,Duff and Phelps LLC,6 years,MORTGAGE,64500,Fully Paid,26.4,Aug-00,14,0,12964,46.3,29
25000,14.64,C,Physician,10+ years,MORTGAGE,210000,Fully Paid,9.58,Aug-88,12,0,24429,49.9,29
5075,17.27,C,Walmart,10+ years,MORTGAGE,53000,Fully Paid,24.93,Feb-01,14,0,16446,94,33
7500,14.99,C,Personal Trainer,3 years,RENT,20000,Fully Paid,27.91,Sep-10,8,0,4838,56.9,11
35000,23.28,F,Berne-Knox-Westerlo Central School Distr,10+ years,MORTGAGE,78000,Fully Paid,20.62,May-89,9,0,39415,92.1,17
4950,14.65,C,Journey wireman,< 1 year,MORTGAGE,60000,Fully Paid,19.88,Dec-02,8,1,3479,49.7,20
12000,13.33,C,Business Customer Service Analyst,10+ years,RENT,65000,Charged Off,20.39,Oct-96,21,0,23963,57.1,38
12000,5.79,A,Technisand,4 years,MORTGAGE,55000,Fully Paid,9.01,Aug-93,9,0,5747,14.1,19
17600,13.11,B,Blue River Productions,4 years,RENT,50000,Fully Paid,25.01,Apr-07,9,0,16787,69.7,11
10000,6.62,A,Kohler,1 year,MORTGAGE,43900,Fully Paid,13.86,May-97,16,0,4575,15.3,19
13475,19.29,E,Juniper Networks,4 years,RENT,121392,Fully Paid,15.72,Jan-06,5,0,0,0,16
18000,12.69,C,Foreman,2 years,OWN,51500,Fully Paid,15.51,Apr-95,16,0,9482,18.6,21
16475,19.99,E,Logistics and Tranportation,10+ years,MORTGAGE,55000,Fully Paid,20.18,Jun-93,7,0,38742,88.5,29
10150,19.22,D,Team Lead Loss Mitigation-FHLMC,2 years,RENT,48360,Fully Paid,27.47,Sep-09,9,0,8006,69.6,18
15250,16.29,C,Commonwealth of massachusetts,5 years,RENT,44000,Fully Paid,24.3,Oct-98,17,0,12775,92.6,24
20000,25.89,G,NYC  Human Resource Administration,4 years,OWN,90000,Charged Off,29.21,Jan-99,12,0,6245,35.3,24
6900,16.99,D,3rd Grade Teacher,< 1 year,MORTGAGE,39000,Fully Paid,6.46,Jun-99,5,2,3787,30.8,15
20400,18.24,D,Sales Representative,4 years,RENT,51000,Charged Off,32.72,Oct-94,25,1,13284,26,38
2400,8.18,B,Grounds keeper,2 years,RENT,49464,Fully Paid,17.2,May-96,8,0,2619,54.6,25
4200,14.54,D,etr associates,5 years,RENT,41000,Fully Paid,4.45,May-07,6,0,4009,87.5,7
3000,9.49,B,Staff Assistant,10+ years,MORTGAGE,65839,Fully Paid,8.55,Jun-05,7,0,9915,73.4,23
25000,12.12,B,,10+ years,RENT,90000,Fully Paid,15.53,Jan-01,12,0,14281,58.3,22
6625,14.09,B,home depot,10+ years,RENT,42000,Fully Paid,4.51,Jan-00,7,1,3974,40.1,36
28000,8.19,A,Pharmacist,2 years,RENT,100000,Fully Paid,19.92,Jan-01,22,0,48323,70.9,45
6625,15.8,C,ability house,10+ years,OWN,25000,Charged Off,19.34,Apr-00,13,0,13682,69.1,21
35000,22.99,F,Half owner,8 years,OWN,250000,Fully Paid,14.62,Sep-87,7,0,657,32.8,31
4000,11.53,B,office Manager,10+ years,MORTGAGE,60000,Fully Paid,15.7,Aug-98,5,2,14014,67.1,11
8275,9.25,A,Candy Maker,10+ years,OWN,25000,Fully Paid,31.87,Oct-93,10,0,15486,46.8,15
17000,8.39,A,Charge Nurse,7 years,MORTGAGE,76000,Fully Paid,20.39,Feb-01,22,0,2172,2.4,35
35000,12.29,C,Comptroller,10+ years,MORTGAGE,130000,Charged Off,25.29,Jan-03,15,0,30712,75.3,28
18000,6.03,A,water plant operator,2 years,MORTGAGE,42000,Charged Off,6.74,Jan-95,4,0,6706,21.2,27
15000,16.29,C,USAF,9 years,RENT,72000,Fully Paid,23.63,Oct-05,9,0,12468,64.8,27
13000,11.67,B,,,RENT,58000,Charged Off,30.56,Jul-88,17,0,12275,44.6,48
21150,13.11,B,"Audience, Inc.",2 years,RENT,52000,Fully Paid,23.26,May-00,15,0,25926,54.5,27
17325,14.33,C,four seasons hotel,6 years,RENT,40000,Fully Paid,24,Aug-01,9,0,14326,58.7,15
25000,11.44,B,Store Manager,10+ years,MORTGAGE,99000,Fully Paid,33.01,Jun-81,26,0,29067,39.2,49
10000,8.19,A,Treasury Analyst ,4 years,RENT,65000,Fully Paid,23.19,Dec-03,19,0,20596,73.6,30
23050,6.03,A,,,MORTGAGE,150000,Fully Paid,11.44,Feb-98,18,0,10201,13.6,67
12000,13.11,B,United Parcel Service,10+ years,RENT,39000,Fully Paid,23.4,Nov-96,8,0,15342,78.3,11
15350,19.05,D,Calcasieu parish school board,10+ years,MORTGAGE,72000,Fully Paid,32.6,Aug-96,10,0,23711,101.8,49
9950,17.77,D,CPSI,< 1 year,OWN,30000,Fully Paid,12,Jul-01,17,0,11402,87,32
10000,14.09,B,Columbia distributing,6 years,MORTGAGE,65000,Charged Off,26.44,Feb-98,6,0,18652,87.2,8
10000,13.11,B,Denver Water,4 years,RENT,45000,Fully Paid,17.31,Oct-00,7,0,9660,76.7,12
24000,13.33,C,Field Engineer,10+ years,RENT,70500,Fully Paid,20.83,Jul-05,8,0,16563,87.2,12
11000,12.99,B,Senior Recruiter,10+ years,RENT,90000,Fully Paid,9.69,Aug-67,7,1,10961,74.6,21
15000,15.99,D,Vice President,7 years,RENT,204018,Fully Paid,19.42,Dec-99,14,0,19805,74.2,56
8000,18.92,D,System Administrator,3 years,RENT,85000,Fully Paid,19.29,Oct-96,14,0,27856,55.2,28
23225,20.75,E,Peer Support Specialist,5 years,MORTGAGE,52800,Fully Paid,23.64,Feb-95,9,2,3241,41.6,32
17000,10.99,B,Instructor ,1 year,MORTGAGE,97000,Fully Paid,30.15,Sep-01,19,0,16210,68.4,34
24000,13.98,C,Teacher,6 years,OWN,80000,Fully Paid,23.13,Nov-03,13,0,10879,72.5,27
10000,10.65,B,REstoration Technologies,3 years,MORTGAGE,49920,Fully Paid,20.17,Jul-01,11,0,8169,61.4,14
10000,12.49,B,,,MORTGAGE,65000,Fully Paid,11.54,Jun-01,8,0,9984,65.3,15
15000,18.85,D,California Travel and Tourism Commission,5 years,MORTGAGE,260000,Fully Paid,14.26,Sep-94,13,0,46675,38.3,34
16000,12.99,C,Manager,10+ years,MORTGAGE,65000,Fully Paid,2.98,Aug-06,3,0,7046,82.9,9
10200,10.59,B,squeaky clean car wash,6 years,MORTGAGE,38000,Fully Paid,24.13,Sep-02,11,0,6713,33.9,26
24000,6.62,A,Air Traffic Controller,5 years,MORTGAGE,107000,Fully Paid,10.97,Oct-01,11,0,21138,46.6,31
13475,22.99,F,Technician,2 years,RENT,60000,Fully Paid,29.3,Nov-09,13,0,13010,53.3,24
25000,12.85,B,,4 years,MORTGAGE,122800,Fully Paid,14.35,Jul-00,16,0,22869,26.8,25
6600,9.17,B,Security Guard,10+ years,RENT,24000,Charged Off,10.75,May-97,9,0,7469,51.9,20
19200,19.99,E,Director,3 years,MORTGAGE,60000,Fully Paid,15.9,Jun-97,11,0,20118,74.5,26
10000,24.08,F,Unum,10+ years,MORTGAGE,44000,Charged Off,29.1,Nov-93,11,0,4410,51.9,28
17400,11.39,B,Landside Officer 1,10+ years,OWN,81000,Fully Paid,25.46,Mar-88,28,0,22092,53.5,47
9550,13.65,C,CSLM,7 years,RENT,45000,Fully Paid,15.57,Jul-92,9,1,2472,28,32
19200,17.27,C,Florida Seal & Rubber,5 years,MORTGAGE,67000,Fully Paid,11.02,Jul-91,7,0,11939,94,17
3650,16.99,D,Materials Operations Assistant,1 year,RENT,36638,Fully Paid,26.24,Feb-03,7,0,36222,55.6,13
11750,17.57,D,Counselor,10+ years,OWN,49000,Charged Off,18.98,Mar-90,12,0,27200,97.1,17
10000,13.06,C,Invesco,3 years,RENT,80000,Fully Paid,15.5,Jan-94,7,0,16247,88.8,24
5375,15.61,C,Server,7 years,RENT,27000,Fully Paid,6.84,Nov-01,13,0,3639,71.4,15
20000,6.03,A,OLIVER WYMAN GROUP,< 1 year,MORTGAGE,115000,Fully Paid,6.56,May-86,11,0,14304,24.2,19
20000,9.17,B,Bakery Manager,5 years,MORTGAGE,52800,Fully Paid,31.68,Nov-99,14,0,26604,67.5,23
15000,14.49,C,Underwriter,< 1 year,RENT,45000,Charged Off,29.65,Jun-91,12,1,9850,56.9,26
10000,9.67,B,driver,1 year,MORTGAGE,100000,Fully Paid,8.68,Jan-06,11,0,3794,17.1,13
16500,8.39,B,Engineer,10+ years,MORTGAGE,100000,Fully Paid,25.97,Dec-87,15,1,82,0.2,32
7075,15.61,C,Senior Money Processing,10+ years,MORTGAGE,36000,Fully Paid,26.43,Jul-96,13,1,9719,56.5,37
28000,5.32,A,Senior Tax Manager,5 years,MORTGAGE,162000,Fully Paid,15.01,Jul-88,19,0,35413,52.2,51
9000,8.39,A,Driver,< 1 year,RENT,56000,Fully Paid,11.98,Dec-02,8,0,8811,61.6,15
15000,12.99,B,Teacher,10+ years,MORTGAGE,78000,Fully Paid,10.18,Mar-99,19,0,20545,40.1,56
28200,21.49,E,Swarovski,7 years,RENT,64000,Fully Paid,4.81,Jul-97,2,0,12,0.1,7
7200,16.2,C,,,RENT,32000,Fully Paid,15.53,Aug-90,9,1,4508,53,28
8000,6.03,A,,6 years,MORTGAGE,51000,Fully Paid,18.38,Nov-98,10,0,4455,29.9,17
12000,14.09,B,Shin Shin,2 years,RENT,50000,Charged Off,13.07,Apr-04,9,0,11052,54.7,13
15000,10.74,B,Bradshaw Internationa,5 years,RENT,48000,Fully Paid,18.36,Mar-99,11,0,13558,66.5,20
2200,15.31,C,,,RENT,57000,Fully Paid,28.84,Jan-88,13,0,26552,87.9,15
30000,18.75,D,Converse consulting,5 years,MORTGAGE,95000,Fully Paid,10.17,Jun-96,11,0,21083,83.7,27
2400,7.12,A,interpreter,4 years,MORTGAGE,24000,Fully Paid,26.1,Dec-05,7,1,4893,35.5,17
17000,10.16,B,Dept of Trans,4 years,RENT,83000,Fully Paid,15.43,Dec-01,8,0,9422,37.8,25
15800,12.99,B,Teacher,10+ years,MORTGAGE,104000,Fully Paid,23.16,Mar-97,9,0,35749,84.7,22
15000,16.78,C,Crown tonka walk-in coolers,9 years,OWN,40000,Fully Paid,24.7,Mar-86,7,0,14448,86,22
20000,20.99,F,Unifirst,1 year,RENT,62500,Fully Paid,15.09,Feb-00,9,1,15838,89.5,50
8000,14.09,B,University of Georgia,10+ years,MORTGAGE,45000,Fully Paid,3.92,Feb-01,3,0,4832,81.9,5
4000,18.25,E,Property Manager,5 years,RENT,41499,Fully Paid,31.59,Jan-07,17,0,8275,44.3,24
6850,12.49,B,Program Manager,5 years,RENT,46574,Fully Paid,9.33,Dec-99,13,0,6334,26.1,21
15000,18.49,D,ALEXANDER OILFIELD SERVICE,7 years,MORTGAGE,98000,Fully Paid,24.69,Dec-01,11,1,4958,61.2,22
12500,13.61,C,SusQtech,< 1 year,RENT,40500,Fully Paid,16.36,Oct-03,14,0,7285,41.6,25
13500,17.57,D,SALES MANAGER,6 years,OWN,89000,Charged Off,8.36,Oct-03,10,1,8410,46,16
12000,11.99,B,Systems Engineer,2 years,MORTGAGE,72000,Fully Paid,9.93,Mar-03,8,0,14454,77.7,13
7700,10.15,B,Teller ,10+ years,OWN,47000,Charged Off,27.83,May-96,13,0,9061,27.3,28
10500,14.99,C,Project Manager,10+ years,MORTGAGE,84000,Charged Off,37.31,Feb-99,13,0,30909,58.3,42
10000,12.73,C,Oracle Corp,4 years,MORTGAGE,195000,Fully Paid,15.42,Nov-90,21,0,33994,54.5,58
1000,10.99,B,Bayside Restaurant,10+ years,OWN,60000,Fully Paid,14.76,Oct-99,6,0,22939,95.6,24
15000,14.33,C,Carmel Transportation,10+ years,MORTGAGE,45000,Fully Paid,34.37,May-84,17,0,16741,64.1,29
16000,8.19,A,Cash Application Clerk,< 1 year,RENT,40000,Fully Paid,35.7,Jun-00,22,0,18332,37.8,28
19075,13.11,B,Wilson County Home Health,8 years,MORTGAGE,60000,Fully Paid,14.14,Dec-96,7,0,12937,70.3,14
10000,8.19,A,E learning designer,6 years,OWN,120000,Charged Off,5.7,Sep-07,14,0,11740,50.8,23
35000,22.99,F,"Head, Departmental Civil Service Represe",6 years,RENT,92000,Fully Paid,14.07,Apr-10,9,0,18203,83.5,11
5000,14.49,C,Performance Team Leader,6 years,MORTGAGE,59000,Fully Paid,16.15,Feb-03,14,0,1285,37.8,26
11500,13.67,B,warehouse asistent,10+ years,RENT,35000,Charged Off,29.29,May-04,14,0,18815,70.2,24
12000,6.49,A,Sales Manager,< 1 year,RENT,35000,Fully Paid,18.55,Jul-05,10,0,4801,16.8,20
20950,18.99,E,buyer,10+ years,MORTGAGE,50000,Fully Paid,29.09,Jan-04,17,0,8025,30.1,37
9725,14.46,C,Real Estate/Poker professional,6 years,OWN,90000,Charged Off,26.04,Dec-93,11,0,40009,71.4,18
10000,13.99,C,Bejo Seeds Inc,6 years,OWN,65000,Fully Paid,21.95,May-99,12,0,21393,49.3,27
9600,6.49,A,Office Manager,3 years,RENT,42000,Fully Paid,18.43,Sep-72,8,0,3537,25.3,12
11500,13.11,B,P&H Farms,10+ years,MORTGAGE,35000,Fully Paid,28.15,Sep-92,12,0,9390,34.9,51
12000,15.96,C,Timet,9 years,RENT,64320,Fully Paid,2.99,Jun-96,7,0,4483,55.3,28
1200,13.33,C,,,RENT,53000,Fully Paid,28.51,Jun-04,15,1,7076,82,23
23625,12.59,C,manager,10+ years,MORTGAGE,65000,Fully Paid,21.23,Jun-05,13,0,6700,16.8,31
9700,9.99,B,Preservation & Operations Specialist,2 years,RENT,33384,Fully Paid,20.56,Oct-06,15,0,8548,48.3,30
12000,14.16,C,guidance counselor,10+ years,RENT,43000,Charged Off,9.41,Aug-96,9,1,8852,33.4,10
19750,17.27,C,Wells Fargo Bank,10+ years,OWN,44000,Fully Paid,31.99,May-91,16,0,28632,48,27
15000,6.62,A,Aerotek ,< 1 year,MORTGAGE,73000,Fully Paid,10.03,Oct-94,12,0,15352,24.1,26
7200,14.65,C,officemax,10+ years,MORTGAGE,82000,Fully Paid,19.83,Jul-81,11,0,34921,93.1,24
33000,12.99,C,Assistant Director of Therapy,4 years,MORTGAGE,105000,Charged Off,23.06,Jul-99,18,0,39206,43.6,36
13600,16.24,C,Office Manager,1 year,RENT,32500,Fully Paid,17.5,Dec-04,4,0,14586,87.3,8
4000,14.65,C,Sales Account Manager,2 years,RENT,125000,Fully Paid,10.59,Sep-03,11,0,11833,58.9,22
13000,12.49,B,branch manager,10+ years,RENT,70000,Charged Off,16.73,Mar-00,11,0,13586,55.2,30
12000,22.45,F,Shipper III,1 year,RENT,46500,Fully Paid,12.75,Sep-93,19,1,3979,9.5,50
15000,25.49,E,Personal Banker,2 years,OWN,42000,Fully Paid,10.69,Feb-09,15,0,15108,47.4,20
6000,7.89,A,labor,8 years,MORTGAGE,62000,Fully Paid,2.71,Oct-07,9,0,3851,18.4,13
10750,13.98,C,Operations Manager,5 years,RENT,33000,Fully Paid,23.82,Jul-00,13,0,10845,37.5,20
1000,7.39,A,Aircraft mechanic,4 years,RENT,55000,Fully Paid,16.17,Jan-07,10,0,9079,33.5,12
26875,10.78,B,technician,9 years,RENT,56000,Fully Paid,4.5,Jan-02,7,0,20494,32.4,11
4500,10.99,B,Event Coordinator,8 years,RENT,34000,Fully Paid,14.79,Jun-89,6,1,4598,35.9,17
12000,16.2,C,Food Purchasing Coordinator,10+ years,MORTGAGE,39000,Fully Paid,31.17,Jan-00,11,0,6672,52.1,28
18500,10.64,B,USAF,10+ years,MORTGAGE,85000,Fully Paid,8.64,Feb-94,7,0,9935,52.3,26
34200,9.17,B,vice president,< 1 year,RENT,94500,Charged Off,4.37,Apr-01,16,0,3744,6.9,29
28000,8.9,A,System Administrator,9 years,RENT,109152,Fully Paid,14.06,Dec-84,6,0,2880,51.4,20
10000,10.16,B,Best Buy,4 years,MORTGAGE,60000,Fully Paid,12.36,Nov-02,9,0,5057,54.4,18
12000,12.69,B,,2 years,RENT,60000,Fully Paid,18.38,Mar-05,6,0,16464,89.5,6
16225,19.52,E,Director,4 years,RENT,122000,Fully Paid,8.93,Apr-92,12,1,393,5.5,37
8850,16.99,D,Machinist,10+ years,RENT,40000,Charged Off,29.13,Nov-02,7,0,13313,56.7,17
6000,11.99,B,,,MORTGAGE,42238.32,Charged Off,22.39,Nov-93,6,0,6553,58,11
